WEO Country Code,ISO,Country,Region,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
171,AND,Andorra,Europe,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Ministry of Finance Latest actual data: 2020 National accounts manual used: The manual used is not specified GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Euro Data last updated: 07/2021,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.508,2.681,2020
171,AND,Andorra,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.429,1.547,1.758,2.362,2.896,3.158,3.456,3.952,4.082,3.675,3.446,3.625,3.189,3.193,3.267,2.789,2.895,2.993,3.217,3.155,2.858,3.213,2020
171,AND,Andorra,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"37,022.48","37,367.71","35,578.00","34,367.26","34,897.12","35,054.23","35,795.91","35,507.66","35,775.50","36,346.54","32,142.40","33,725.83",2020
171,AND,Andorra,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"49,030.23","51,957.31","45,713.97","45,630.20","46,299.28","38,877.49","39,595.32","40,017.74","42,229.90","40,688.49","36,630.55","40,417.27",2020
171,AND,Andorra,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,3.072,2.764,3.309,3.275,3.02,4.082,0.877,1.009,1.69,2.164,1.054,0.182,-0.869,-0.53,0.943,2.376,0.751,1.009,-0.202,2.3,2020
171,AND,Andorra,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Euro Data last updated: 07/2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.225,3.975,6.175,6.325,5.8,3.575,3.025,1.725,1.525,1.775,2.85,3.1,2020
171,AND,Andorra,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 07/2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.07,0.07,0.07,0.07,0.071,0.072,0.073,0.075,0.076,0.078,0.078,0.079,2020
171,AND,Andorra,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019 Fiscal assumptions: Expenditure: Approved budget and authorities' medium term fiscal framework. Revenue: GDP growth projections combined with assumptions of multipliers and revenue elasticities. Start/end months of reporting year: January/December GFS Manual used: Manual used not specified. Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 07/2021,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.508,2.681,2019
193,AUS,Australia,Australiasia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2020. Data refer to calendar years National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2018. The base period is 2018Q3-2019Q2 Chain-weighted: Yes, from before 1980. Annually-reweighted Primary domestic currency: Australian dollar Data last updated: 09/2021",685.406,727.786,780.366,827.742,891.602,961,"1,037.09","1,130.38","1,234.13","1,262.38","1,361.45","1,466.45","1,515.07","1,567.93","1,614.48","1,640.74","1,702.13","1,806.53","1,899.64","2,002.13","1,968.90","2,134.73",2020
193,AUS,Australia,Australiasia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",399.101,376.714,424.425,539.562,656.735,734.053,781.294,947.89,"1,055.51",998.925,"1,251.86","1,513.68","1,569.31","1,518.43","1,457.38","1,234.84","1,266.20","1,385.20","1,421.19","1,392.33","1,359.37","1,610.56",2020
193,AUS,Australia,Australiasia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","35,808.20","37,540.94","39,803.54","41,747.90","44,477.79","47,313.00","50,277.04","53,786.19","57,466.69","57,733.50","61,402.91","65,111.10","66,079.49","67,299.60","68,293.33","68,407.91","69,788.97","72,922.48","75,468.32","78,336.24","76,627.57","82,998.54",2020
193,AUS,Australia,Australiasia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","20,850.53","19,431.83","21,648.34","27,213.27","32,761.41","36,139.69","37,876.24","45,102.98","49,149.23","45,684.73","56,459.92","67,208.49","68,445.12","65,174.72","61,648.08","51,484.64","51,915.24","55,915.00","56,460.90","54,476.91","52,905.40","62,618.59",2020
193,AUS,Australia,Australiasia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",5.789,3.146,3.05,2.445,2.638,2.693,3.337,2.999,3.695,2.052,2.646,2.99,2.102,2.745,1.622,1.69,1.385,2.095,1.695,1.842,0.861,2.55,2020
193,AUS,Australia,Australiasia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2020. Data refer to calendar years Employment type: National definition Primary domestic currency: Australian dollar Data last updated: 09/2021,6.292,6.775,6.367,5.942,5.392,5.042,4.792,4.375,4.258,5.575,5.208,5.083,5.233,5.658,6.058,6.058,5.717,5.592,5.3,5.158,6.492,5.227,2020
193,AUS,Australia,Australiasia,Population,Persons,Millions,Source: National Statistics Office. Australian Bureau of Statistics (via Haver Analytics) Latest actual data: 2020 Primary domestic currency: Australian dollar Data last updated: 09/2021,19.141,19.386,19.605,19.827,20.046,20.312,20.628,21.016,21.476,21.866,22.172,22.522,22.928,23.298,23.64,23.985,24.39,24.773,25.171,25.558,25.694,25.72,2020
193,AUS,Australia,Australiasia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Treasury Department Latest actual data: 2019 Notes: Social Benefits series comprises social security and welfare spending for which we do not have comparable data prior to 2004 Fiscal assumptions: Fiscal projections are based on data from the Australian Bureau of Statistics, FY2021/22 budget of the Commonwealth government, and the FY2020/21 and FY2021/22 budgets published by each state/territory government (as of September 10), and the IMF staff estimates and projections Start/end months of reporting year: January/December. July/June by authorities, and Jan/Dec by staff GFS Manual used: Government Finance Statistics Manual (GFSM) 2014. The IMF has published a revised Government Finance Statistics Manual (GFSM 2014), and the Australian system has been updated to reflect the new international standards. These changes are presented in the Australian System of Government Finance Statistics: Concepts, Sources and Methods, 2015 (cat. no. 5514.0), and will be implemented for data reported for periods from 1 July 2017 onwards, Source: ABS Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Other;. Other includes Territory governments Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable Primary domestic currency: Australian dollar Data last updated: 09/2021",685.406,727.786,780.366,827.742,891.602,961,"1,037.09","1,130.38","1,234.13","1,262.38","1,361.45","1,466.45","1,515.07","1,567.93","1,614.48","1,640.74","1,702.13","1,806.53","1,899.64","2,002.13","1,968.90","2,134.73",2019
122,AUT,Austria,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2021",213.606,220.525,226.735,231.863,242.348,254.075,267.824,283.978,293.762,288.044,295.897,310.129,318.653,323.91,333.146,344.269,357.608,369.341,385.362,397.575,378.981,402.907,2019
122,AUT,Austria,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",197.377,197.51,214.243,262.208,301.321,316.267,336.298,389.231,432.005,401.323,392.595,431.609,409.661,430.197,442.699,382.01,395.728,417.091,455.301,445.125,432.524,481.209,2019
122,AUT,Austria,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,662.25","27,420.66","28,053.94","28,560.67","29,665.22","30,889.53","32,393.09","34,234.06","35,301.38","34,531.52","35,389.81","36,970.54","37,816.44","38,209.44","38,992.13","39,894.38","40,917.16","41,900.86","43,374.17","44,879.15","42,577.31","45,040.12",2019
122,AUT,Austria,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","24,636.47","24,558.92","26,508.32","32,298.61","36,883.89","38,450.61","40,674.88","46,922.56","51,914.01","48,111.66","46,955.17","51,452.28","48,616.90","50,747.38","51,814.42","44,267.81","45,278.83","47,317.91","51,246.15","50,246.61","48,592.71","53,793.37",2019
122,AUT,Austria,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.839,1.819,1.696,1.349,2.499,1.532,1.629,3.456,1.492,1.052,2.171,3.308,2.81,1.856,0.699,0.975,1.534,2.275,1.688,1.801,1.01,2.9,2020
122,AUT,Austria,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,3.883,4.008,4.392,4.792,5.875,6.025,5.6,5.217,4.442,5.683,5.192,4.875,5.25,5.35,6.033,6.167,6.467,5.925,5.208,4.825,5.4,6.4,2019
122,AUT,Austria,Europe,Population,Persons,Millions,Source: National Statistics Office. Note: mid-year population Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,8.012,8.042,8.082,8.118,8.169,8.225,8.268,8.295,8.322,8.341,8.361,8.389,8.426,8.477,8.544,8.63,8.74,8.815,8.885,8.859,8.901,8.946,2019
122,AUT,Austria,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2019 Fiscal assumptions: Fiscal projections are based on the revised 2021 budget, the Austria Stability Programme, and Austria National Reform Programme 2021. The new EU recovery funds have been incorporated in the projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Our framework follows the Maastricht debt criteria. Primary domestic currency: Euro Data last updated: 09/2021",213.606,220.525,226.735,231.863,242.348,254.075,267.824,283.978,293.762,288.044,295.897,310.129,318.653,323.91,333.146,344.269,357.608,369.341,385.362,397.575,378.981,402.907,2019
124,BEL,Belgium,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series, following benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 09/2021",256.376,264.335,273.255,281.201,296.82,310.037,325.151,343.619,351.742,346.473,363.14,375.968,386.175,392.88,403.004,416.702,430.085,445.05,460.37,476.343,451.177,487.169,2020
124,BEL,Belgium,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",236.897,236.748,258.2,318.004,369.047,385.927,408.281,470.978,517.27,482.73,481.814,523.239,496.467,521.799,535.529,462.383,475.931,502.587,543.923,533.313,514.92,581.848,2020
124,BEL,Belgium,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","25,038.96","25,755.08","26,504.59","27,153.85","28,550.21","29,680.39","30,933.23","32,464.25","32,975.20","32,220.82","33,500.29","34,176.93","34,866.28","35,273.92","36,044.16","37,082.13","38,023.21","39,205.49","40,388.33","41,581.97","39,156.38","42,209.57",2020
124,BEL,Belgium,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,136.51","23,067.16","25,044.33","30,707.67","35,497.55","36,945.50","38,841.79","44,496.79","48,493.14","44,892.23","44,448.17","47,564.38","44,824.16","46,848.61","47,897.04","41,147.26","42,076.40","44,274.07","47,718.41","46,555.09","44,688.46","50,412.71",2020
124,BEL,Belgium,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.964,1.925,1.333,1.634,2.01,2.759,2.073,3.111,2.699,0.333,3.382,3.185,2.082,1.167,-0.391,1.45,2.204,2.059,2.198,0.922,0.351,3.027,2020
124,BEL,Belgium,Europe,Unemployment rate,Percent of total labor force,,Source: Central Bank. Some indicators have been affected by the benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,6.858,6.567,7.525,8.175,8.383,8.475,8.267,7.492,6.967,7.908,8.317,7.15,7.558,8.45,8.542,8.508,7.842,7.108,5.983,5.375,5.55,6.31,2019
124,BEL,Belgium,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,10.239,10.263,10.31,10.356,10.396,10.446,10.511,10.585,10.667,10.753,10.84,11.001,11.076,11.138,11.181,11.237,11.311,11.352,11.399,11.456,11.522,11.542,2020
124,BEL,Belgium,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Central Bank Latest actual data: 2020 Fiscal assumptions: Projections are based on the 2021-22 Stability Program, the Draft Budgetary Plan for 2020, the 2021 budget, and other available information on the authorities' fiscal plans, with adjustments for the IMF staff's assumptions. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021",256.376,264.335,273.255,281.201,296.82,310.037,325.151,343.619,351.742,346.473,363.14,375.968,386.175,392.88,403.004,416.702,430.085,445.05,460.37,476.343,451.177,487.169,2020
156,CAN,Canada,North America,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980 Primary domestic currency: Canadian dollar Data last updated: 09/2021","1,106.07","1,144.54","1,193.69","1,254.75","1,335.73","1,421.59","1,496.60","1,577.66","1,657.04","1,571.33","1,666.05","1,774.06","1,827.20","1,902.25","1,994.90","1,990.44","2,025.54","2,140.64","2,231.17","2,310.71","2,204.91","2,521.93",2020
156,CAN,Canada,North America,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",744.631,738.968,760.149,895.599,"1,026.47","1,173.51","1,319.36","1,468.90","1,552.86","1,376.51","1,617.35","1,793.33","1,828.36","1,846.60","1,805.75","1,556.51","1,528.00","1,649.27","1,721.82","1,741.58","1,644.04","2,015.98",2020
156,CAN,Canada,North America,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","36,090.21","36,954.88","38,126.65","39,702.99","41,870.81","44,143.14","46,007.77","48,028.08","49,911.75","46,792.25","49,061.54","51,724.29","52,710.50","54,297.11","56,365.13","55,788.93","56,183.06","58,656.27","60,297.21","61,562.83","58,064.93","66,040.15",2020
156,CAN,Canada,North America,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","24,296.72","23,859.71","24,279.19","28,338.75","32,176.59","36,439.62","40,558.90","44,716.99","46,773.84","40,990.63","47,627.35","52,285.94","52,744.00","52,708.61","51,020.84","43,626.47","42,382.64","45,191.96","46,532.17","46,399.71","43,294.80","52,791.23",2020
156,CAN,Canada,North America,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.128,1.069,3.82,1.708,2.293,2.305,1.389,2.496,1.841,0.787,2.228,2.661,0.993,0.956,1.974,1.273,1.414,1.833,2.054,2.062,0.755,3.801,2020
156,CAN,Canada,North America,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: Canadian dollar Data last updated: 09/2021,6.833,7.225,7.667,7.583,7.15,6.767,6.325,6.075,6.2,8.375,8.075,7.55,7.375,7.133,6.967,6.942,7.05,6.383,5.908,5.733,9.6,7.723,2020
156,CAN,Canada,North America,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Canadian dollar Data last updated: 09/2021,30.647,30.971,31.309,31.603,31.901,32.204,32.529,32.849,33.199,33.581,33.958,34.298,34.665,35.034,35.392,35.678,36.052,36.495,37.003,37.534,37.973,38.188,2020
156,CAN,Canada,North America,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Notes: Fiscal data are on a calendar year basis. Government financial assets (used for the calculation of net debt) include currency and deposits, accounts receivable, short-term and other bonds, investment fund shares, loans, and equity. Fiscal assumptions: Projections use the baseline forecasts from the Federal Budget 2021 and the latest provincial budgets. The IMF staff makes some adjustments to these forecasts, including for differences in macroeconomic projections. The IMF staff's forecast also incorporates the most recent data releases from Statistics Canada's National Economic Accounts, including quarterly federal, provincial, and territorial budgetary outturns. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Comment: Preliminary data: based on quarterly data. Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Other; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans; Other Accounts Receivable/Payable; Other;. Gross debt includes debt securities, loans, life insurance and pension, and other accounts payable but excludes unfunded pension liabilities. Net debt is estimated as gross debt minus financial assets which include currency and deposits, debt securities, loans, equity and investment fund shares, and accounts receivable. Primary domestic currency: Canadian dollar Data last updated: 09/2021","1,106.07","1,144.54","1,193.69","1,254.75","1,335.73","1,421.59","1,496.60","1,577.66","1,657.04","1,571.33","1,666.05","1,774.06","1,827.20","1,902.25","1,994.90","1,990.44","2,025.54","2,140.64","2,231.17","2,310.71","2,204.91","2,521.93",2020
423,CYP,Cyprus,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: Eurostat Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2021",10.595,11.417,11.877,12.845,13.856,14.822,16,17.511,19.01,18.676,19.41,19.803,19.441,17.995,17.43,17.884,18.929,20.12,21.433,22.287,20.841,22.226,2020
423,CYP,Cyprus,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",9.988,10.397,11.422,14.552,17.328,18.713,20.422,24.082,27.956,26.02,25.753,27.56,24.993,23.9,23.162,19.844,20.947,22.721,25.322,24.953,23.785,26.546,2020
423,CYP,Cyprus,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,344.02","16,367.17","16,834.08","17,997.67","19,167.98","20,219.57","21,505.14","23,104.67","24,486.53","23,434.43","23,695.58","23,582.11","22,552.61","20,782.37","20,314.92","21,114.09","22,313.89","23,537.50","24,799.48","25,444.83","23,469.13","24,688.28",2020
423,CYP,Cyprus,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,464.82","14,905.02","16,188.53","20,389.34","23,969.82","25,527.08","27,448.57","31,774.25","36,009.75","32,650.44","31,439.29","32,819.47","28,993.69","27,601.85","26,995.34","23,428.72","24,692.50","26,580.49","29,300.33","28,487.98","26,784.89","29,486.28",2020
423,CYP,Cyprus,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.749,2.163,3.111,2.304,3.855,1.426,1.499,3.835,1.962,1.773,2.135,4.379,1.604,-1.138,-0.883,-0.5,0.091,-0.412,0.989,0.7,-0.834,2,2020
423,CYP,Cyprus,Europe,Unemployment rate,Percent of total labor force,,"Source: Eurostat, Labor force survey. Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021",4.842,3.925,3.517,4.108,4.625,5.3,4.55,3.925,3.65,5.325,6.275,7.85,11.8,15.85,16.075,14.9,12.95,11.05,8.35,7.075,7.575,7.501,2020
423,CYP,Cyprus,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Notes: Annual data prior to 1994 are end of year. Starting 1995 annual data are as of January 1 of each year. Primary domestic currency: Euro Data last updated: 09/2021,0.69,0.698,0.706,0.714,0.723,0.733,0.744,0.758,0.776,0.797,0.819,0.84,0.862,0.866,0.858,0.847,0.848,0.855,0.864,0.876,0.888,0.9,2020
423,CYP,Cyprus,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: EUROSTAT until 2014. CYSTAT thereafter. The fiscal balances in 2014 and 2015 exclude the Euro 1.5 billion and Euro 0.175 billion coop recapitalizations, respectively, to better capture the underlying fiscal position. For 2015 and thereafter, FISIM on ESM loans is included in intermediate consumption rather than in the interest payment. Latest actual data: 2020 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is derived as Maastricht definition gross debt minus assets in the form of currency and deposits and loans and debt securities (from Government Finance Statistics data up to 2009 and from IFS from 2010. Fiscal assumptions: Projections are based on staff's assessment of authorities' budget plans and staff's macroeconomic assumptions. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds;. Extra-Budgetary Funds and entities referred as semi-public entities in the national classification are also covered as part of the Central Government fiscal information. Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2021",10.595,11.417,11.877,12.845,13.856,14.822,16,17.511,19.01,18.676,19.41,19.803,19.441,17.995,17.43,17.884,18.929,20.12,21.433,22.287,20.841,22.226,2020
935,CZE,Czech Republic,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Czech koruna Data last updated: 09/2021","2,386.29","2,579.13","2,690.98","2,823.45","3,079.21","3,285.60","3,530.88","3,859.53","4,042.86","3,954.32","3,992.87","4,062.32","4,088.91","4,142.81","4,345.77","4,625.38","4,796.87","5,110.74","5,409.67","5,790.35","5,694.62","5,952.19",2019
935,CZE,Czech Republic,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",61.823,67.809,82.184,100.125,119.815,137.143,156.264,189.988,237.131,207.558,209.07,229.563,208.858,211.686,209.359,188.033,196.272,218.629,248.95,252.498,245.349,276.914,2019
935,CZE,Czech Republic,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","232,172.24","252,064.03","263,791.20","277,008.66","302,020.81","322,153.91","345,366.50","376,384.37","390,862.91","379,282.78","381,651.35","387,377.44","389,218.35","393,948.44","413,393.53","438,912.25","454,514.34","483,110.88","509,862.11","543,704.86","532,509.40","554,700.99",2019
935,CZE,Czech Republic,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,015.07","6,627.10","8,056.32","9,823.29","11,751.90","13,446.94","15,284.67","18,527.74","22,925.75","19,908.15","19,983.58","21,890.78","19,880.90","20,129.62","19,915.38","17,842.87","18,597.21","20,666.67","23,463.60","23,709.18","22,942.86","25,806.38",2019
935,CZE,Czech Republic,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.977,4.098,0.656,1.043,2.71,2.261,1.72,5.435,3.666,0.994,2.298,2.353,2.403,1.429,0.101,0,2.01,2.365,2.021,3.208,2.285,2.725,2019
935,CZE,Czech Republic,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Haver Analytics Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Czech koruna Data last updated: 09/2021,8.757,8.113,7.27,7.77,8.344,7.932,7.128,5.306,4.377,6.703,7.284,6.708,6.975,6.949,6.111,5.021,3.946,2.89,2.243,2.001,2.541,3.4,2019
935,CZE,Czech Republic,Europe,Population,Persons,Millions,Source: National Statistics Office. Haver Analytics Latest actual data: 2019 Primary domestic currency: Czech koruna Data last updated: 09/2021,10.278,10.232,10.201,10.193,10.195,10.199,10.224,10.254,10.343,10.426,10.462,10.487,10.505,10.516,10.512,10.538,10.554,10.579,10.61,10.65,10.694,10.73,2019
935,CZE,Czech Republic,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Structural balances are net of temporary fluctuations in some revenues and one-offs. COVID-related one-offs are however included. Fiscal assumptions: The fiscal projections are based on the authorities' latest-available convergence program, budget and medium-term fiscal framework, as well as staff's macroeconomic framework.Structural balances are net of temporary fluctuations in some revenues and one-offs. COVID-related one-offs are however included. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Insurance Technical Reserves; Financial Derivatives Primary domestic currency: Czech koruna Data last updated: 09/2021","2,386.29","2,579.13","2,690.98","2,823.45","3,079.21","3,285.60","3,530.88","3,859.53","4,042.86","3,954.32","3,992.87","4,062.32","4,088.91","4,142.81","4,345.77","4,625.38","4,796.87","5,110.74","5,409.67","5,790.35","5,694.62","5,952.19",2019
128,DNK,Denmark,Scandinavia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Danish krone Data last updated: 09/2021","1,326.91","1,371.53","1,410.27","1,436.75","1,506.00","1,585.98","1,682.26","1,738.85","1,801.47","1,722.14","1,810.93","1,846.85","1,895.00","1,929.68","1,981.17","2,036.36","2,107.81","2,192.96","2,253.32","2,318.04","2,329.56","2,471.58",2020
128,DNK,Denmark,Scandinavia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",164.158,164.791,178.635,218.097,251.375,264.467,282.886,319.424,353.359,321.243,321.995,344.003,327.149,343.584,352.994,302.673,313.116,332.121,356.841,347.561,356.085,396.666,2020
