WEO Country Code,ISO,Country,Region,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
176,ISL,Iceland,Scandinavia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",4.148,8.65,1.955,2.763,3.916,4.135,6.965,5.865,18.133,7.446,2.518,5.251,4.206,4.134,0.829,2.012,1.894,1.872,3.738,2.002,3.58,4.274,2020
176,ISL,Iceland,Scandinavia,Unemployment rate,Percent of total labor force,,"Source: Labor Directorate Latest actual data: 2020 Notes: LHEM series is from the OECD, hourly earnings in the manufacturing sector Employment type: Other Primary domestic currency: Icelandic króna Data last updated: 09/2021",2.178,2.335,3.076,3.525,3.417,2.883,3.2,2.492,3.325,8.008,8.317,7.7,6.617,5.833,5.417,4.5,3.342,3.283,3.1,3.925,6.433,7,2020
176,ISL,Iceland,Scandinavia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Icelandic króna Data last updated: 09/2021,0.279,0.283,0.287,0.288,0.291,0.294,0.3,0.308,0.315,0.319,0.318,0.318,0.32,0.322,0.326,0.329,0.333,0.338,0.348,0.357,0.364,0.37,2018
176,ISL,Iceland,Scandinavia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is calculated as gross debt minus assets in the form of currency and deposits. Primary domestic currency: Icelandic króna Data last updated: 09/2021",709.561,802.277,854.14,876.733,970.421,"1,061.43","1,225.72","1,386.95","1,589.63","1,626.39","1,680.97","1,765.01","1,845.16","1,970.15","2,086.36","2,310.85","2,512.06","2,641.96","2,844.73","3,047.73","2,941.10","3,202.59",2020
178,IRL,Ireland,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2020 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2021",108.496,122.089,135.998,145.577,156.259,170.306,184.916,197.07,187.283,169.519,167.363,171.685,175.513,179.411,194.934,262.801,270.058,296.925,326.042,356.525,372.869,432.248,2020
178,IRL,Ireland,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",100.253,109.347,128.505,164.63,194.283,211.993,232.193,270.112,275.417,236.185,222.057,238.936,225.64,238.282,259.037,291.611,298.846,335.312,385.215,399.165,425.549,516.253,2020
178,IRL,Ireland,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","28,339.48","31,396.81","34,376.00","36,202.11","38,114.55","40,550.59","42,797.10","44,337.00","41,473.01","37,281.75","36,638.70","37,448.11","38,115.06","38,745.24","41,764.92","55,749.64","56,599.44","61,531.59","66,727.38","72,019.00","74,657.72","85,732.49",2020
178,IRL,Ireland,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","26,186.26","28,120.10","32,482.08","40,940.14","47,389.26","50,476.48","53,738.84","60,770.05","60,989.98","51,943.47","48,612.20","52,116.93","49,000.81","51,459.00","55,499.03","61,861.20","62,632.81","69,486.55","78,837.74","80,632.33","85,205.50","102,394.02",2020
178,IRL,Ireland,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",4.806,4.331,4.518,3.037,2.381,1.993,3.04,3.267,1.327,-2.518,-0.207,1.449,1.735,0.301,-0.3,0.301,-0.2,0.501,0.698,1.089,-0.979,3.2,2020
178,IRL,Ireland,Europe,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2020 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021",4.4,4.175,4.725,4.842,4.75,4.625,4.775,5,6.8,12.642,14.6,15.4,15.492,13.767,11.892,9.925,8.383,6.742,5.767,4.983,5.833,7.76,2020
178,IRL,Ireland,Europe,Population,Persons,Millions,Source: National Statistics Office. Central Statistical Office of Ireland (CSO). Latest actual data: 2020 Primary domestic currency: Euro Data last updated: 09/2021,3.828,3.889,3.956,4.021,4.1,4.2,4.321,4.445,4.516,4.547,4.568,4.585,4.605,4.631,4.667,4.714,4.771,4.826,4.886,4.95,4.994,5.042,2020
178,IRL,Ireland,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2020 Fiscal assumptions: Fiscal projections are based on the country's Budget 2021 and Stability Programme Update 2021. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is defined as gross debt less currency and deposits, debt securities, and loans. Primary domestic currency: Euro Data last updated: 09/2021",108.496,122.089,135.998,145.577,156.259,170.306,184.916,197.07,187.283,169.519,167.363,171.685,175.513,179.411,194.934,262.801,270.058,296.925,326.042,356.525,372.869,432.248,2020
436,ISR,Israel,Middle East,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Israeli new shekel Data last updated: 09/2021",540.061,550.174,573.977,578.583,607.63,640.201,686.842,736.015,777.561,817.735,877.368,938.521,996.437,"1,062.17","1,112.54","1,166.35","1,225.24","1,278.84","1,341.58","1,418.45","1,401.41","1,518.36",2020
436,ISR,Israel,Middle East,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",132.454,130.818,121.148,127.046,135.572,142.657,154.145,179.163,216.71,207.951,234.655,262.294,258.417,294.167,310.945,300.078,319.025,355.277,373.641,397.935,407.101,467.532,2020
436,ISR,Israel,Middle East,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","85,916.60","85,479.52","87,409.00","86,523.23","89,276.72","92,422.66","97,401.49","102,563.33","106,419.96","109,292.91","115,127.82","120,895.78","126,016.15","131,847.26","135,476.01","139,237.47","143,412.90","146,829.23","151,088.30","156,716.80","152,089.51","161,861.66",2020
436,ISR,Israel,Middle East,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","21,071.76","20,324.93","18,449.18","18,998.84","19,919.02","20,594.66","21,859.44","24,966.23","29,659.79","27,793.38","30,791.28","33,787.43","32,681.20","36,515.12","37,864.41","35,822.86","37,341.60","40,790.93","42,079.34","43,965.66","44,181.17","49,840.25",2020
436,ISR,Israel,Middle East,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",0.018,1.326,6.545,-1.843,1.126,2.475,-0.121,3.386,3.86,3.829,2.711,2.112,1.655,1.831,-0.2,-1.001,-0.202,0.405,0.807,0.601,-0.697,2.467,2020
436,ISR,Israel,Middle East,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition. Seasonally adjusted. Primary domestic currency: Israeli new shekel Data last updated: 09/2021,10.9,11.625,12.875,13.4,12.9,11.2,10.45,9.15,7.65,9.425,8.25,7.05,6.875,6.25,5.9,5.275,4.8,4.225,4,3.825,4.3,5.1,2020
436,ISR,Israel,Middle East,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Israeli new shekel Data last updated: 09/2021,6.286,6.436,6.567,6.687,6.806,6.927,7.052,7.176,7.307,7.482,7.621,7.763,7.907,8.056,8.212,8.377,8.543,8.71,8.879,9.051,9.214,9.381,2020
436,ISR,Israel,Middle East,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance and National Statistics Office Latest actual data: 2019 Fiscal assumptions: Historical data are based on government finance statistics data prepared by the Central Bureau of Statistics. Projections are based on figures from the Ministry of Finance for the execution of the coronavirus fiscal package during 2020 and assume partial implementation of the package for 2021. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Quasi-accrual basis. General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Net debt subtracts liquidity financial assets from gross debt Primary domestic currency: Israeli new shekel Data last updated: 09/2021,540.061,550.174,573.977,578.583,607.63,640.201,686.842,736.015,777.561,817.735,877.368,938.521,996.437,"1,062.17","1,112.54","1,166.35","1,225.24","1,278.84","1,341.58","1,418.45","1,401.41","1,518.36",2019
136,ITA,Italy,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020. Annual and quarterly data are on the work-adjusted basis. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2021","1,241.51","1,304.14","1,350.26","1,394.69","1,452.32","1,493.64","1,552.69","1,614.84","1,637.70","1,577.26","1,611.28","1,648.76","1,624.36","1,612.75","1,627.41","1,655.36","1,695.79","1,736.59","1,771.57","1,790.94","1,651.60","1,775.23",2020
136,ITA,Italy,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,147.18","1,168.03","1,275.87","1,577.23","1,805.72","1,859.24","1,949.66","2,213.37","2,408.39","2,197.54","2,137.85","2,294.59","2,088.28","2,141.95","2,162.57","1,836.82","1,876.55","1,961.10","2,093.09","2,005.14","1,884.94","2,120.23",2020
136,ITA,Italy,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","21,810.19","22,895.37","23,691.53","24,388.55","25,208.61","25,732.64","26,637.74","27,599.06","27,756.80","26,543.93","26,993.99","27,502.88","27,025.26","26,755.51","26,967.96","27,454.04","28,186.21","28,911.06","29,556.76","29,940.52","27,692.05","29,794.52",2019
136,ITA,Italy,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","20,153.07","20,505.91","22,386.26","27,580.46","31,342.81","32,031.43","33,448.09","37,828.36","40,818.99","36,982.81","35,815.62","38,276.03","34,743.73","35,534.99","35,836.18","30,463.70","31,190.79","32,648.76","34,921.01","33,521.34","31,604.43","35,584.88",2019
136,ITA,Italy,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.736,2.264,2.995,2.528,2.343,2.048,2.125,2.775,2.362,1.099,2.065,3.727,2.567,0.601,0,0.1,0.497,0.989,1.175,0.484,-0.289,1.659,2020
136,ITA,Italy,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021,10.1,9.1,8.608,8.45,8.033,7.75,6.867,6.208,6.783,7.867,8.5,8.6,10.908,12.35,12.808,12.033,11.733,11.325,10.692,10,9.308,10.3,2019
136,ITA,Italy,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,56.924,56.961,56.993,57.186,57.612,58.044,58.289,58.511,59.002,59.421,59.69,59.948,60.105,60.277,60.346,60.295,60.164,60.067,59.938,59.817,59.641,59.582,2019
136,ITA,Italy,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 Fiscal assumptions: The IMF estimates and projections are informed by the fiscal plans included in the government's 2021 budget and amendments. The stock of maturing postal bonds is included in the debt projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021,"1,241.51","1,304.14","1,350.26","1,394.69","1,452.32","1,493.64","1,552.69","1,614.84","1,637.70","1,577.26","1,611.28","1,648.76","1,624.36","1,612.75","1,627.41","1,655.36","1,695.79","1,736.59","1,771.57","1,790.94","1,651.60","1,775.23",2020
158,JPN,Japan,Asia,"Gross domestic product, current prices",National currency,Billions,"Source: Cabinet Office of Japan via Haver database. Latest actual data: 2020 Notes: the recent revision didn't go back pre-1994 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Japanese yen Data last updated: 09/2021","535,417.70","531,653.90","524,478.70","523,968.60","529,400.80","532,515.50","535,170.20","539,281.60","527,823.80","494,938.40","505,530.60","497,448.90","500,474.80","508,700.60","518,811.10","538,032.30","544,364.60","553,073.00","556,189.60","559,862.30","538,688.50","553,490.24",2020
158,JPN,Japan,Asia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","4,968.36","4,374.71","4,182.85","4,519.56","4,893.14","4,831.47","4,601.66","4,579.75","5,106.68","5,289.49","5,759.07","6,233.15","6,272.36","5,212.33","4,897.00","4,444.93","5,003.68","4,930.84","5,036.89","5,135.90","5,045.10","5,103.11",2020
158,JPN,Japan,Asia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,221,493.90","4,181,893.67","4,116,776.51","4,105,229.72","4,144,543.14","4,168,353.53","4,189,322.19","4,221,137.33","4,133,559.05","3,880,330.35","3,962,014.51","3,891,462.55","3,923,699.99","3,995,054.42","4,081,286.51","4,237,225.49","4,287,683.07","4,363,632.78","4,396,917.94","4,435,580.52","4,280,443.79","4,414,844.42",2015
158,JPN,Japan,Asia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","39,172.96","34,410.68","32,832.30","35,410.22","38,307.10","37,819.10","36,021.90","35,847.23","39,992.06","41,469.77","45,135.80","48,760.91","49,175.05","40,934.76","38,522.77","35,005.66","39,411.42","38,903.30","39,818.80","40,689.79","40,088.60","40,704.30",2015
158,JPN,Japan,Asia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",-0.766,-0.91,-0.536,-0.308,0.527,-0.76,0.368,0.512,1.073,-2,-0.255,-0.302,-0.245,1.397,2.551,0.197,0.266,0.547,0.862,0.503,-0.925,0.712,2020
158,JPN,Japan,Asia,Unemployment rate,Percent of total labor force,,Source: Cabinet Office of Japan via Haver database. Latest actual data: 2020 Employment type: National definition Primary domestic currency: Japanese yen Data last updated: 09/2021,4.733,5.042,5.358,5.242,4.733,4.425,4.117,3.833,3.983,5.075,5.058,4.583,4.325,4.008,3.583,3.375,3.108,2.825,2.442,2.358,2.792,2.775,2020
158,JPN,Japan,Asia,Population,Persons,Millions,Source: Cabinet Office of Japan via Haver database. Latest actual data: 2015 Primary domestic currency: Japanese yen Data last updated: 09/2021,126.831,127.132,127.4,127.634,127.734,127.752,127.746,127.757,127.692,127.551,127.594,127.831,127.552,127.333,127.12,126.978,126.96,126.746,126.495,126.221,125.849,125.37,2015
158,JPN,Japan,Asia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Cabinet Office of Japan via Haver database. Latest actual data: 2019 Fiscal assumptions: The projections reflect fiscal measures announced by the government, with adjustments for IMF staff assumptions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds;. Government in Japan consists of 3 layers: central, prefectural, and municipal. The latter two government levels are covered under local government. There is no government at the state level in Japan. Valuation of public debt: Current market value. Gross public debt is on unconsolidated basis. Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Insurance Technical Reserves; Other Accounts Receivable/Payable; Monetary Gold and SDRs; Other Primary domestic currency: Japanese yen Data last updated: 09/2021","535,417.70","531,653.90","524,478.70","523,968.60","529,400.80","532,515.50","535,170.20","539,281.60","527,823.80","494,938.40","505,530.60","497,448.90","500,474.80","508,700.60","518,811.10","538,032.30","544,364.60","553,073.00","556,189.60","559,862.30","538,688.50","553,490.24",2019
542,KOR,Korea,Asia,"Gross domestic product, current prices",National currency,Billions,"Source: Central Bank Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from before 1980 Primary domestic currency: South Korean won Data last updated: 09/2021","651,634.30","707,021.30","784,741.30","837,365.10","908,439.30","957,447.80","1,005,601.50","1,089,660.20","1,154,216.60","1,205,347.80","1,322,611.20","1,388,937.20","1,440,111.30","1,500,819.20","1,562,929.00","1,658,020.40","1,740,779.60","1,835,698.30","1,898,192.60","1,924,498.00","1,933,152.40","2,068,876.26",2020
542,KOR,Korea,Asia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",576.483,547.743,626.989,702.696,792.532,934.708,"1,052.61","1,172.47","1,049.17",943.739,"1,143.57","1,253.42","1,278.05","1,370.63","1,484.49","1,466.04","1,499.36","1,623.07","1,725.37","1,651.42","1,638.26","1,823.85",2020
542,KOR,Korea,Asia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,862,167.32","14,925,456.03","16,470,682.09","17,484,325.78","18,893,338.35","19,870,426.96","20,760,465.71","22,382,472.73","23,529,170.74","24,445,360.46","26,690,241.17","27,813,991.00","28,687,560.10","29,761,097.47","30,798,658.10","32,500,678.67","33,987,783.51","35,740,459.50","36,781,950.10","37,217,783.22","37,333,541.60","39,923,835.00",2020
542,KOR,Korea,Asia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,263.47","11,563.04","13,159.68","14,672.42","16,482.75","19,398.49","21,730.95","24,083.34","21,387.71","19,139.73","23,077.16","25,100.19","25,459.17","27,179.52","29,252.93","28,737.44","29,274.23","31,600.74","33,433.17","31,936.80","31,638.46","35,195.52",2020
542,KOR,Korea,Asia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",2.78,3.163,3.734,3.419,3.035,2.619,2.089,3.607,4.139,2.801,3.034,4.159,1.426,1.143,0.833,1.132,1.337,1.408,1.321,0.738,0.523,2.7,2020
542,KOR,Korea,Asia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: National definition Primary domestic currency: South Korean won Data last updated: 09/2021,4.425,4,3.258,3.55,3.658,3.75,3.475,3.258,3.175,3.633,3.708,3.408,3.225,3.1,3.492,3.592,3.675,3.683,3.833,3.783,3.942,3.842,2020
542,KOR,Korea,Asia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: South Korean won Data last updated: 09/2021,47.008,47.37,47.645,47.892,48.083,48.185,48.438,48.684,49.055,49.308,49.554,49.937,50.2,50.429,50.747,51.015,51.218,51.362,51.607,51.709,51.781,51.821,2020
542,KOR,Korea,Asia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2019 Notes: The series on general government debt does not include non-market non-profit institutions. Fiscal assumptions: The forecast incorporates the overall fiscal balance in the 2021 annual and supplementary budgets and the medium-term fiscal plan announced with the 2021 budget, and the IMF staff's adjustments. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Social Security Funds;. For government gross/net debt only, general government includes central government and local governments. The series on general government debt does not include non-market non-profit institutions. Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: South Korean won Data last updated: 09/2021","651,634.30","707,021.30","784,741.30","837,365.10","908,439.30","957,447.80","1,005,601.50","1,089,660.20","1,154,216.60","1,205,347.80","1,322,611.20","1,388,937.20","1,440,111.30","1,500,819.20","1,562,929.00","1,658,020.40","1,740,779.60","1,835,698.30","1,898,192.60","1,924,498.00","1,933,152.40","2,068,876.26",2019
941,LVA,Latvia,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2021",6.86,7.461,8.396,9.553,11.071,13.627,17.158,22.668,24.461,18.933,18.023,20.412,22.045,22.924,23.614,24.561,25.36,26.962,29.143,30.421,29.334,31.146,2020
941,LVA,Latvia,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",7.953,8.352,9.552,11.754,14.406,16.986,21.536,31.05,35.924,26.386,23.911,28.649,28.346,30.442,31.379,27.253,28.064,30.448,34.432,34.059,33.478,37.199,2020
941,LVA,Latvia,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,880.36","3,170.40","3,617.45","4,154.79","4,863.01","6,057.10","7,701.52","10,262.25","11,160.11","8,753.63","8,499.27","9,838.75","10,780.94","11,326.92","11,798.29","12,366.41","12,880.06","13,825.98","15,065.58","15,844.50","15,376.84","16,359.54",2019
941,LVA,Latvia,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,339.15","3,549.00","4,115.58","5,111.94","6,327.98","7,550.18","9,666.81","14,057.16","16,390.27","12,199.67","11,276.11","13,809.19","13,862.39","15,041.85","15,678.08","13,722.08","14,253.04","15,613.44","17,799.83","17,739.47","17,549.30","19,538.90",2019
941,LVA,Latvia,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.743,3.173,1.451,3.583,7.334,7.127,6.74,14.024,10.398,-1.367,2.401,3.879,1.59,-0.404,0.274,0.404,2.105,2.16,2.549,2.137,-0.489,5,2020
941,LVA,Latvia,Europe,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office Latest actual data: 2020 Notes: Labor statistics are based on Labor Force Survey data, which were revised in 2011 in compliance with Population and Housing Census 2011 results; data before 2011 have not been revised yet. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2021",14.342,13.483,12.492,11.642,11.75,10.05,7.042,6.058,7.742,17.567,19.475,16.208,15.048,11.868,10.847,9.875,9.642,8.715,7.415,6.311,8.099,7.7,2020
941,LVA,Latvia,Europe,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,2.382,2.353,2.321,2.299,2.277,2.25,2.228,2.209,2.192,2.163,2.121,2.075,2.045,2.024,2.001,1.986,1.969,1.95,1.934,1.92,1.908,1.904,2019
941,LVA,Latvia,Europe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2020 Notes: Public debt covers debt of the general government excluding debt of the commercial companies and institutional units, reclassified by the Central Statistical Bureau (CSB) in the general government (central and local government) sector. It does not include liabilities in the form of other accounts payable. Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Cash General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2021",6.86,7.461,8.396,9.553,11.071,13.627,17.158,22.668,24.461,18.933,18.023,20.412,22.045,22.924,23.614,24.561,25.36,26.962,29.143,30.421,29.334,31.146,2020
946,LTU,Lithuania,Europe,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2020 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2005 Primary domestic currency: Euro Data last updated: 09/2021",13.351,14.177,15.182,16.65,18.22,20.98,24.053,29.011,32.66,26.897,28.034,31.317,33.41,35.04,36.581,37.346,38.89,42.276,45.491,48.809,48.93,52.443,2020
946,LTU,Lithuania,Europe,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.525,12.238,14.257,18.782,22.624,26.115,30.203,39.764,48.03,37.475,37.195,43.584,42.952,46.537,48.611,41.44,43.035,47.742,53.747,54.646,55.843,62.635,2020
946,LTU,Lithuania,Europe,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,815.23","4,084.63","4,409.55","4,875.22","5,395.11","6,314.52","7,355.95","8,978.23","10,211.90","8,503.89","9,051.13","10,342.14","11,182.31","11,846.95","12,475.01","12,856.06","13,558.85","14,947.06","16,237.84","17,468.22","17,507.80","18,764.83",2019
946,LTU,Lithuania,Europe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,293.31","3,525.85","4,140.73","5,499.48","6,699.37","7,860.18","9,236.62","12,305.92","15,017.56","11,848.20","12,009.03","14,393.27","14,376.00","15,734.38","16,577.33","14,265.41","15,004.19","16,879.45","19,184.84","19,557.39","19,981.34","22,411.65",2019
946,LTU,Lithuania,Europe,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",1.665,2.03,-0.895,-1.305,2.847,2.994,4.553,8.198,8.462,1.174,3.624,3.475,2.916,0.53,-0.189,-0.249,1.96,3.806,1.758,2.73,-0.072,3.029,2020
946,LTU,Lithuania,Europe,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2020 Employment type: Eurostat harmonized data Primary domestic currency: Euro Data last updated: 09/2021,16.375,17.362,13.737,12.441,10.884,8.324,5.778,4.248,5.827,13.787,17.814,15.39,13.366,11.77,10.699,9.119,7.861,7.073,6.146,6.254,8.488,6.5,2020
946,LTU,Lithuania,Europe,Population,Persons,Millions,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2019 Primary domestic currency: Euro Data last updated: 09/2021,3.5,3.471,3.443,3.415,3.377,3.323,3.27,3.231,3.198,3.163,3.097,3.028,2.988,2.958,2.932,2.905,2.868,2.828,2.802,2.794,2.795,2.795,2019
